text,sentiment_compound,sentiment_label,distortion_always_negative,distortion_expecting_worst,distortion_blaming_yourself,distortion_assuming_others,distortion_all_or_nothing,consecutive_negative_days,risk_level
Things are getting better step by step.,0.922,Positive,0,0,0,0,0,2,Medium
Things are getting better step by step.,0.949,Positive,0,0,0,0,0,2,Medium
They probably think I'm stupid.,-0.528,Negative,1,0,0,0,0,3,Medium
"I guess today was okay, just normal.",0.002,Neutral,0,0,0,0,0,0,Low
"I guess today was okay, just normal.",-0.02,Neutral,0,0,0,0,0,3,Medium
"I guess today was okay, just normal.",0.048,Neutral,0,0,0,0,0,2,Medium
"I feel great today, everything went well.",0.483,Positive,0,0,0,0,0,1,Low
"I will never succeed, this always happens.",-0.357,Negative,1,0,0,0,0,6,Medium
Things are getting better step by step.,0.294,Positive,0,0,0,0,0,2,Medium
"I guess today was okay, just normal.",-0.055,Neutral,0,0,0,0,0,7,Medium
It's my fault they are mad at me.,-0.289,Negative,0,0,0,0,0,4,Medium
"I guess today was okay, just normal.",-0.079,Neutral,0,0,0,0,0,6,Medium
"Nothing matters anymore, it's all ruined.",-0.894,Negative,1,0,0,0,0,3,Medium
"I will never succeed, this always happens.",-0.761,Negative,0,1,1,0,0,6,High
"I guess today was okay, just normal.",0.085,Neutral,0,0,0,0,0,1,Low
I had a good time with my friends.,0.329,Positive,0,0,0,0,0,2,Medium
"I will never succeed, this always happens.",-0.533,Negative,0,0,0,0,0,2,Medium
"I guess today was okay, just normal.",0.037,Neutral,0,0,0,0,0,2,Medium
I had a good time with my friends.,0.761,Positive,0,0,0,0,0,1,Low
"I will never succeed, this always happens.",-0.648,Negative,0,1,0,0,0,1,Medium
"I guess today was okay, just normal.",0.007,Neutral,0,0,0,0,0,0,Low
"I feel great today, everything went well.",0.665,Positive,0,0,0,0,0,2,Medium
"I guess today was okay, just normal.",-0.032,Neutral,0,0,0,0,0,2,Medium
"I guess today was okay, just normal.",0.05,Neutral,0,0,0,0,0,0,Low
"I guess today was okay, just normal.",-0.071,Neutral,0,0,0,0,0,7,Medium
I had a good time with my friends.,0.256,Positive,0,0,0,0,0,1,Low
"I guess today was okay, just normal.",0.091,Neutral,0,0,0,0,0,0,Low
"I feel great today, everything went well.",0.326,Positive,0,0,0,0,0,2,Medium
Things are getting better step by step.,0.524,Positive,0,0,0,0,0,0,Low
"I will never succeed, this always happens.",-0.805,Negative,1,1,0,1,1,1,Medium
"I guess today was okay, just normal.",-0.015,Neutral,0,0,0,0,0,6,Medium
"I guess today was okay, just normal.",-0.065,Neutral,0,0,0,0,0,7,Medium
I had a good time with my friends.,0.94,Positive,0,0,0,0,0,1,Low
"I feel great today, everything went well.",0.505,Positive,0,0,0,0,0,2,Medium
"If it's not perfect, it's a total failure.",-0.947,Negative,0,1,0,0,1,6,High
"I will never succeed, this always happens.",-0.32,Negative,0,0,0,0,0,6,Medium
"I feel great today, everything went well.",0.747,Positive,0,0,0,0,0,0,Low
"I will never succeed, this always happens.",-0.842,Negative,0,0,0,0,1,2,Medium
"I guess today was okay, just normal.",-0.021,Neutral,0,0,0,0,0,7,Medium
It's my fault they are mad at me.,-0.748,Negative,1,1,1,1,1,5,High
"I guess today was okay, just normal.",0.051,Neutral,0,0,0,0,0,1,Low
"I guess today was okay, just normal.",-0.088,Neutral,0,0,0,0,0,5,Medium
I am so stressed and tired of this.,-0.905,Negative,0,1,0,0,0,6,Medium
"I guess today was okay, just normal.",-0.046,Neutral,0,0,0,0,0,3,Medium
They probably think I'm stupid.,-0.528,Negative,1,0,1,1,1,3,High
"I guess today was okay, just normal.",0.068,Neutral,0,0,0,0,0,0,Low
"I guess today was okay, just normal.",-0.1,Neutral,0,0,0,0,0,6,Medium
"If it's not perfect, it's a total failure.",-0.876,Negative,1,0,0,1,0,2,Medium
"Nothing matters anymore, it's all ruined.",-0.766,Negative,0,0,0,0,1,2,Medium
"I guess today was okay, just normal.",0.071,Neutral,0,0,0,0,0,1,Low
Things are getting better step by step.,0.48,Positive,0,0,0,0,0,2,Medium
"I guess today was okay, just normal.",-0.019,Neutral,0,0,0,0,0,1,Low
"I feel great today, everything went well.",0.377,Positive,0,0,0,0,0,2,Medium
"I guess today was okay, just normal.",0.035,Neutral,0,0,0,0,0,2,Medium
Things are getting better step by step.,0.693,Positive,0,0,0,0,0,2,Medium
They probably think I'm stupid.,-0.37,Negative,1,0,0,0,0,4,Medium
"I guess today was okay, just normal.",0.015,Neutral,0,0,0,0,0,2,Medium
"I guess today was okay, just normal.",-0.099,Neutral,0,0,0,0,0,4,Medium
"I guess today was okay, just normal.",-0.06,Neutral,0,0,0,0,0,1,Low
I am so stressed and tired of this.,-0.393,Negative,0,0,0,0,0,2,Medium
"I guess today was okay, just normal.",0.061,Neutral,0,0,0,0,0,2,Medium
"I feel great today, everything went well.",0.465,Positive,0,0,0,0,0,1,Low
"I guess today was okay, just normal.",0.052,Neutral,0,0,0,0,0,1,Low
"I guess today was okay, just normal.",-0.093,Neutral,0,0,0,0,0,7,Medium
I am so stressed and tired of this.,-0.598,Negative,0,1,0,0,0,5,Medium
"I guess today was okay, just normal.",0.072,Neutral,0,0,0,0,0,0,Low
"I guess today was okay, just normal.",-0.035,Neutral,0,0,0,0,0,7,Medium
I am so stressed and tired of this.,-0.83,Negative,1,1,0,0,1,6,High
I am so stressed and tired of this.,-0.761,Negative,0,1,0,1,0,3,High
"I guess today was okay, just normal.",-0.077,Neutral,0,0,0,0,0,4,Medium
I had a good time with my friends.,0.612,Positive,0,0,0,0,0,0,Low
"I guess today was okay, just normal.",-0.093,Neutral,0,0,0,0,0,6,Medium
I had a good time with my friends.,0.186,Positive,0,0,0,0,0,2,Medium
I had a good time with my friends.,0.988,Positive,0,0,0,0,0,0,Low
"I guess today was okay, just normal.",-0.061,Neutral,0,0,0,0,0,5,Medium
"I guess today was okay, just normal.",0.099,Neutral,0,0,0,0,0,0,Low
"Nothing matters anymore, it's all ruined.",-0.227,Negative,0,0,0,0,0,2,Medium
"I will never succeed, this always happens.",-0.362,Negative,0,0,1,1,0,5,Medium
"Nothing matters anymore, it's all ruined.",-0.926,Negative,0,0,0,1,0,6,Medium
Things are getting better step by step.,0.138,Positive,0,0,0,0,0,2,Medium
"I guess today was okay, just normal.",-0.084,Neutral,0,0,0,0,0,4,Medium
"I guess today was okay, just normal.",-0.006,Neutral,0,0,0,0,0,2,Medium
"I guess today was okay, just normal.",-0.035,Neutral,0,0,0,0,0,7,Medium
I had a good time with my friends.,0.335,Positive,0,0,0,0,0,0,Low
"Nothing matters anymore, it's all ruined.",-0.925,Negative,1,0,0,0,1,3,High
"I guess today was okay, just normal.",0.023,Neutral,0,0,0,0,0,1,Low
"I guess today was okay, just normal.",-0.016,Neutral,0,0,0,0,0,5,Medium
I had a good time with my friends.,0.539,Positive,0,0,0,0,0,0,Low
I had a good time with my friends.,0.629,Positive,0,0,0,0,0,2,Medium
I am so stressed and tired of this.,-0.713,Negative,0,1,0,0,0,7,Medium
I had a good time with my friends.,0.521,Positive,0,0,0,0,0,0,Low
I am so stressed and tired of this.,-0.994,Negative,1,0,1,0,1,2,Medium
Things are getting better step by step.,0.196,Positive,0,0,0,0,0,1,Low
They probably think I'm stupid.,-0.682,Negative,0,0,0,0,1,4,Medium
"I feel great today, everything went well.",0.53,Positive,0,0,0,0,0,2,Medium
"I guess today was okay, just normal.",-0.087,Neutral,0,0,0,0,0,7,Medium
They probably think I'm stupid.,-0.503,Negative,1,1,1,1,0,5,High
"I guess today was okay, just normal.",0.075,Neutral,0,0,0,0,0,2,Medium
"I guess today was okay, just normal.",-0.024,Neutral,0,0,0,0,0,2,Medium
"If it's not perfect, it's a total failure.",-0.479,Negative,0,0,1,1,0,7,Medium
"I guess today was okay, just normal.",-0.057,Neutral,0,0,0,0,0,7,Medium
I had a good time with my friends.,0.211,Positive,0,0,0,0,0,0,Low
"I guess today was okay, just normal.",0.055,Neutral,0,0,0,0,0,0,Low
"I feel great today, everything went well.",0.338,Positive,0,0,0,0,0,0,Low
I had a good time with my friends.,0.264,Positive,0,0,0,0,0,2,Medium
Things are getting better step by step.,0.335,Positive,0,0,0,0,0,0,Low
They probably think I'm stupid.,-0.599,Negative,0,1,1,0,1,3,High
They probably think I'm stupid.,-0.308,Negative,1,0,0,0,0,7,Medium
"I guess today was okay, just normal.",0.01,Neutral,0,0,0,0,0,1,Low
Things are getting better step by step.,0.803,Positive,0,0,0,0,0,1,Low
Things are getting better step by step.,0.245,Positive,0,0,0,0,0,0,Low
They probably think I'm stupid.,-0.561,Negative,0,1,0,0,0,4,Medium
I had a good time with my friends.,0.586,Positive,0,0,0,0,0,2,Medium
"I guess today was okay, just normal.",-0.045,Neutral,0,0,0,0,0,2,Medium
"I will never succeed, this always happens.",-0.319,Negative,0,0,1,0,0,3,Medium
"I guess today was okay, just normal.",-0.031,Neutral,0,0,0,0,0,5,Medium
Things are getting better step by step.,0.469,Positive,0,0,0,0,0,2,Medium
It's my fault they are mad at me.,-0.188,Negative,0,0,0,0,0,1,Low
"I will never succeed, this always happens.",-0.326,Negative,1,0,0,0,0,4,Medium
I am so stressed and tired of this.,-0.663,Negative,1,0,0,0,0,3,Medium
"I guess today was okay, just normal.",0.072,Neutral,0,0,0,0,0,0,Low
They probably think I'm stupid.,-0.506,Negative,1,0,1,0,0,5,High
Things are getting better step by step.,0.591,Positive,0,0,0,0,0,2,Medium
Things are getting better step by step.,0.672,Positive,0,0,0,0,0,2,Medium
Things are getting better step by step.,0.111,Positive,0,0,0,0,0,0,Low
"I guess today was okay, just normal.",-0.037,Neutral,0,0,0,0,0,2,Medium
"I feel great today, everything went well.",0.443,Positive,0,0,0,0,0,0,Low
I had a good time with my friends.,0.87,Positive,0,0,0,0,0,0,Low
I had a good time with my friends.,0.788,Positive,0,0,0,0,0,2,Medium
"I will never succeed, this always happens.",-0.482,Negative,0,1,0,1,0,7,Medium
"I guess today was okay, just normal.",0.066,Neutral,0,0,0,0,0,1,Low
"I guess today was okay, just normal.",0.089,Neutral,0,0,0,0,0,0,Low
"I guess today was okay, just normal.",0.095,Neutral,0,0,0,0,0,2,Medium
"If it's not perfect, it's a total failure.",-0.813,Negative,0,0,1,1,1,2,Medium
"I guess today was okay, just normal.",0.042,Neutral,0,0,0,0,0,0,Low
I am so stressed and tired of this.,-0.944,Negative,0,1,0,1,0,3,High
I had a good time with my friends.,0.672,Positive,0,0,0,0,0,0,Low
I had a good time with my friends.,0.248,Positive,0,0,0,0,0,1,Low
"I guess today was okay, just normal.",-0.022,Neutral,0,0,0,0,0,7,Medium
"Nothing matters anymore, it's all ruined.",-0.493,Negative,1,1,0,0,0,2,Medium
They probably think I'm stupid.,-0.216,Negative,0,0,1,0,0,4,Medium
"Nothing matters anymore, it's all ruined.",-0.87,Negative,1,0,1,1,0,2,Medium
"I guess today was okay, just normal.",0.037,Neutral,0,0,0,0,0,0,Low
I had a good time with my friends.,0.385,Positive,0,0,0,0,0,0,Low
I am so stressed and tired of this.,-0.403,Negative,0,0,0,0,0,7,Medium
I had a good time with my friends.,0.641,Positive,0,0,0,0,0,0,Low
"I guess today was okay, just normal.",0.071,Neutral,0,0,0,0,0,2,Medium
"I guess today was okay, just normal.",-0.08,Neutral,0,0,0,0,0,4,Medium
"I feel great today, everything went well.",0.389,Positive,0,0,0,0,0,1,Low
"Nothing matters anymore, it's all ruined.",-0.67,Negative,1,0,0,1,1,5,High
"I guess today was okay, just normal.",-0.05,Neutral,0,0,0,0,0,2,Medium
They probably think I'm stupid.,-0.895,Negative,1,0,0,0,0,4,Medium
"I guess today was okay, just normal.",-0.029,Neutral,0,0,0,0,0,1,Low
I had a good time with my friends.,0.964,Positive,0,0,0,0,0,1,Low
"I will never succeed, this always happens.",-0.463,Negative,1,0,1,1,0,7,Medium
"I feel great today, everything went well.",0.326,Positive,0,0,0,0,0,2,Medium
"I guess today was okay, just normal.",0.094,Neutral,0,0,0,0,0,1,Low
"If it's not perfect, it's a total failure.",-0.824,Negative,1,0,0,1,0,3,High
I had a good time with my friends.,0.2,Positive,0,0,0,0,0,0,Low
I had a good time with my friends.,0.867,Positive,0,0,0,0,0,2,Medium
"Nothing matters anymore, it's all ruined.",-0.136,Negative,0,0,0,0,0,2,Medium
It's my fault they are mad at me.,-0.972,Negative,1,0,1,0,1,2,Medium
"I will never succeed, this always happens.",-0.284,Negative,0,0,0,0,0,5,Medium
"I guess today was okay, just normal.",-0.093,Neutral,0,0,0,0,0,7,Medium
"I guess today was okay, just normal.",-0.088,Neutral,0,0,0,0,0,4,Medium
They probably think I'm stupid.,-0.536,Negative,0,1,1,0,0,4,High
"I feel great today, everything went well.",0.732,Positive,0,0,0,0,0,0,Low
"If it's not perfect, it's a total failure.",-0.953,Negative,0,0,0,1,0,3,Medium
"I feel great today, everything went well.",0.424,Positive,0,0,0,0,0,2,Medium
"I feel great today, everything went well.",0.713,Positive,0,0,0,0,0,2,Medium
They probably think I'm stupid.,-0.352,Negative,1,0,0,0,0,6,Medium
"I guess today was okay, just normal.",-0.057,Neutral,0,0,0,0,0,4,Medium
I am so stressed and tired of this.,-0.152,Negative,0,0,0,0,0,3,Medium
"I feel great today, everything went well.",0.512,Positive,0,0,0,0,0,0,Low
"I guess today was okay, just normal.",0.047,Neutral,0,0,0,0,0,0,Low
I am so stressed and tired of this.,-0.735,Negative,1,0,0,0,1,7,High
"I guess today was okay, just normal.",-0.013,Neutral,0,0,0,0,0,4,Medium
I am so stressed and tired of this.,-0.224,Negative,0,0,0,0,0,1,Medium
"If it's not perfect, it's a total failure.",-0.469,Negative,0,0,0,1,0,7,Medium
"I will never succeed, this always happens.",-0.317,Negative,1,0,1,0,0,6,Medium
I had a good time with my friends.,0.21,Positive,0,0,0,0,0,1,Low
"I guess today was okay, just normal.",0.037,Neutral,0,0,0,0,0,0,Low
"I will never succeed, this always happens.",-0.978,Negative,1,1,0,0,0,7,High
"I guess today was okay, just normal.",0.024,Neutral,0,0,0,0,0,2,Medium
Things are getting better step by step.,0.395,Positive,0,0,0,0,0,1,Low
"I guess today was okay, just normal.",-0.081,Neutral,0,0,0,0,0,5,Medium
"I guess today was okay, just normal.",-0.029,Neutral,0,0,0,0,0,1,Low
"I guess today was okay, just normal.",0.025,Neutral,0,0,0,0,0,0,Low
Things are getting better step by step.,0.802,Positive,0,0,0,0,0,2,Medium
Things are getting better step by step.,0.531,Positive,0,0,0,0,0,2,Medium
Things are getting better step by step.,0.293,Positive,0,0,0,0,0,0,Low
"I feel great today, everything went well.",0.109,Positive,0,0,0,0,0,2,Medium
"If it's not perfect, it's a total failure.",-0.769,Negative,0,1,0,1,0,2,Medium
"I guess today was okay, just normal.",0.027,Neutral,0,0,0,0,0,0,Low
"I guess today was okay, just normal.",-0.01,Neutral,0,0,0,0,0,1,Low
"I guess today was okay, just normal.",0.089,Neutral,0,0,0,0,0,0,Low
"I guess today was okay, just normal.",-0.069,Neutral,0,0,0,0,0,7,Medium
It's my fault they are mad at me.,-0.677,Negative,0,0,1,1,1,7,High
"I guess today was okay, just normal.",0.025,Neutral,0,0,0,0,0,2,Medium
"I guess today was okay, just normal.",0.088,Neutral,0,0,0,0,0,0,Low
Things are getting better step by step.,0.334,Positive,0,0,0,0,0,0,Low
I had a good time with my friends.,0.67,Positive,0,0,0,0,0,0,Low
"I will never succeed, this always happens.",-0.262,Negative,0,0,0,0,0,4,Medium
I had a good time with my friends.,0.208,Positive,0,0,0,0,0,2,Medium
"I guess today was okay, just normal.",-0.081,Neutral,0,0,0,0,0,2,Medium
They probably think I'm stupid.,-0.162,Negative,0,0,0,0,0,5,Medium
I am so stressed and tired of this.,-0.959,Negative,1,0,0,0,1,7,High
"If it's not perfect, it's a total failure.",-0.801,Negative,0,1,1,1,0,7,High
"I guess today was okay, just normal.",-0.061,Neutral,0,0,0,0,0,1,Low
I had a good time with my friends.,0.865,Positive,0,0,0,0,0,0,Low
I had a good time with my friends.,0.184,Positive,0,0,0,0,0,2,Medium
I had a good time with my friends.,0.499,Positive,0,0,0,0,0,2,Medium
Things are getting better step by step.,0.825,Positive,0,0,0,0,0,1,Low
"I will never succeed, this always happens.",-0.29,Negative,0,0,1,0,0,6,Medium
Things are getting better step by step.,0.804,Positive,0,0,0,0,0,0,Low
I am so stressed and tired of this.,-0.262,Negative,0,0,0,0,0,5,Medium
"I will never succeed, this always happens.",-0.901,Negative,0,0,0,1,1,2,Medium
"I feel great today, everything went well.",0.186,Positive,0,0,0,0,0,1,Low
They probably think I'm stupid.,-0.578,Negative,0,0,0,0,0,2,Medium
"I will never succeed, this always happens.",-0.238,Negative,0,0,1,0,0,5,Medium
"I guess today was okay, just normal.",0.069,Neutral,0,0,0,0,0,2,Medium
"I guess today was okay, just normal.",0.025,Neutral,0,0,0,0,0,1,Low
"I guess today was okay, just normal.",-0.076,Neutral,0,0,0,0,0,2,Medium
I am so stressed and tired of this.,-0.856,Negative,1,0,0,0,0,7,Medium
"I guess today was okay, just normal.",0.037,Neutral,0,0,0,0,0,1,Low
I had a good time with my friends.,0.441,Positive,0,0,0,0,0,2,Medium
"I will never succeed, this always happens.",-0.615,Negative,1,0,0,0,0,6,Medium
"I guess today was okay, just normal.",-0.051,Neutral,0,0,0,0,0,6,Medium
They probably think I'm stupid.,-0.962,Negative,0,1,0,1,0,6,High
I had a good time with my friends.,0.867,Positive,0,0,0,0,0,2,Medium
"I guess today was okay, just normal.",-0.034,Neutral,0,0,0,0,0,6,Medium
I am so stressed and tired of this.,-0.474,Negative,0,0,0,0,0,5,Medium
Things are getting better step by step.,0.513,Positive,0,0,0,0,0,0,Low
"I feel great today, everything went well.",0.902,Positive,0,0,0,0,0,2,Medium
"I guess today was okay, just normal.",0.052,Neutral,0,0,0,0,0,2,Medium
"I guess today was okay, just normal.",0.028,Neutral,0,0,0,0,0,0,Low
I had a good time with my friends.,0.414,Positive,0,0,0,0,0,2,Medium
"I guess today was okay, just normal.",-0.054,Neutral,0,0,0,0,0,6,Medium
"I guess today was okay, just normal.",-0.001,Neutral,0,0,0,0,0,3,Medium
They probably think I'm stupid.,-0.668,Negative,1,1,0,0,1,7,High
"I guess today was okay, just normal.",-0.094,Neutral,0,0,0,0,0,1,Low
I am so stressed and tired of this.,-0.176,Negative,0,0,0,0,0,6,Medium
"I will never succeed, this always happens.",-0.298,Negative,0,0,0,0,0,1,Medium
"I guess today was okay, just normal.",-0.082,Neutral,0,0,0,0,0,5,Medium
I had a good time with my friends.,0.513,Positive,0,0,0,0,0,2,Medium
"I feel great today, everything went well.",0.803,Positive,0,0,0,0,0,0,Low
"If it's not perfect, it's a total failure.",-0.737,Negative,1,1,0,0,0,3,High
"I will never succeed, this always happens.",-0.254,Negative,0,0,0,1,0,6,Medium
"I guess today was okay, just normal.",0.031,Neutral,0,0,0,0,0,1,Low
Things are getting better step by step.,0.366,Positive,0,0,0,0,0,1,Low
"I guess today was okay, just normal.",0.072,Neutral,0,0,0,0,0,1,Low
"If it's not perfect, it's a total failure.",-0.874,Negative,0,0,1,0,0,3,Medium
"If it's not perfect, it's a total failure.",-0.681,Negative,1,0,0,0,0,4,Medium
"If it's not perfect, it's a total failure.",-0.456,Negative,0,1,0,0,0,4,Medium
"I guess today was okay, just normal.",0.06,Neutral,0,0,0,0,0,1,Low
"Nothing matters anymore, it's all ruined.",-0.893,Negative,1,0,1,0,0,6,High
